timestamp,temperature,humidity,cpu_temperature,ram_usage,network_data_sent,network_data_received
2024-05-02 11:26:25,26.49,58.52,40.26,69.64,3078395,4117682
2024-05-02 11:26:25,29.63,51.78,69.61,42.11,4336899,3994064
2024-05-02 11:26:25,25.55,43.20,46.36,35.43,2243502,4010440
2024-05-02 11:26:25,21.56,50.26,53.18,44.44,4711184,5384219
2024-05-02 11:26:25,24.69,56.87,61.59,40.06,2093377,5958349
2024-05-02 11:26:25,27.95,49.12,67.25,61.57,1424835,6534892
2024-05-02 11:26:25,29.97,55.95,47.65,52.49,4171040,4937559
2024-05-02 11:26:25,25.15,49.03,42.35,53.52,4315616,3913684
2024-05-02 11:26:25,23.31,46.54,53.17,51.47,1875791,2854384
2024-05-02 11:26:25,24.45,48.16,53.87,69.98,3541494,3635748
2024-05-02 11:26:25,27.78,49.99,51.17,32.36,2603741,4469765
2024-05-02 11:26:25,21.33,58.42,54.32,43.47,3435286,3962809
2024-05-02 11:26:25,26.16,47.20,68.11,30.06,1831992,2573074
2024-05-02 11:26:25,26.81,54.36,51.32,38.89,4542024,4861963
2024-05-02 11:26:25,21.12,48.89,66.29,42.75,3516401,5157040
2024-05-02 11:26:25,22.47,57.42,54.16,54.18,2640928,4496443
2024-05-02 11:26:25,29.68,42.74,71.11,42.98,4709838,4529481
2024-05-02 11:26:25,21.64,43.40,75.22,63.08,2108778,7134536
2024-05-02 11:26:25,23.01,51.87,76.75,48.91,2418110,7259334
2024-05-02 11:26:25,28.77,42.88,48.06,35.40,4771632,4683610
2024-05-02 11:26:25,27.03,50.42,48.05,40.23,2558930,2141203
2024-05-02 11:26:25,27.51,53.59,60.66,65.20,3142805,6334109
2024-05-02 11:26:25,27.19,57.50,68.45,47.95,4984019,4847430
2024-05-02 11:26:25,23.97,48.72,58.91,66.21,4567197,2492562
2024-05-02 11:26:25,28.26,47.50,71.93,59.97,1180996,3140609
2024-05-02 11:26:25,20.49,48.53,72.66,30.75,4557628,7884197
2024-05-02 11:26:25,25.98,54.74,51.93,63.75,3871088,2627077
2024-05-02 11:26:25,27.42,53.08,62.05,32.28,1763501,6618514
2024-05-02 11:26:25,23.60,56.07,62.99,50.04,2340570,6243373
2024-05-02 11:26:25,23.79,51.91,41.77,40.21,3225081,5732880
2024-05-02 11:26:25,20.90,44.54,46.17,56.05,4630242,7960630
2024-05-02 11:26:25,23.23,58.88,70.14,32.84,2449974,4133172
2024-05-02 11:26:25,23.40,56.16,76.88,42.84,2249167,6897434
2024-05-02 11:26:25,26.62,54.35,51.13,34.35,2354303,4735211
2024-05-02 11:26:25,24.30,51.88,44.99,59.25,4152917,3551257
2024-05-02 11:26:25,23.62,54.32,53.91,58.37,4182466,3267038
2024-05-02 11:26:25,28.83,49.62,54.15,66.52,2587312,5768897
2024-05-02 11:26:25,21.44,47.03,74.34,53.86,2082307,5335985
2024-05-02 11:26:25,27.38,57.54,49.61,38.26,3186335,6762496
2024-05-02 11:26:25,28.74,44.70,70.88,54.39,3616780,3000329
2024-05-02 11:26:25,24.55,41.26,59.29,41.86,2930531,6750014
2024-05-02 11:26:25,28.31,43.81,48.27,53.09,3405031,4748196
2024-05-02 11:26:25,27.77,54.82,72.98,56.45,2113475,5573899
2024-05-02 11:26:25,24.59,44.33,44.86,69.83,2495051,2075845
2024-05-02 11:26:25,24.01,56.70,65.53,40.34,3580373,2359169
2024-05-02 11:26:25,29.32,53.09,40.94,42.38,3974649,3440240
2024-05-02 11:26:25,29.98,43.46,79.02,50.60,4128790,5344404
2024-05-02 11:26:25,24.62,53.12,78.17,38.52,1912447,2595324
2024-05-02 11:26:25,26.32,48.39,55.01,52.02,3589053,6361086
2024-05-02 11:26:25,29.32,53.43,40.66,59.05,4792518,4897201
2024-05-02 11:26:25,27.45,57.37,66.41,48.11,4731488,2201911
2024-05-02 11:26:25,27.68,57.63,79.50,61.82,2676180,6267122
2024-05-02 11:26:25,28.45,57.52,43.78,39.48,1166389,6237279
2024-05-02 11:26:25,27.49,58.45,62.64,47.25,1493167,6436503
2024-05-02 11:26:25,25.33,52.25,75.63,35.54,1209536,7366396
2024-05-02 11:26:25,27.81,50.23,62.89,62.64,1182647,5081563
2024-05-02 11:26:25,28.29,44.94,44.05,51.14,4921222,6649961
2024-05-02 11:26:25,29.08,58.75,52.01,48.25,4754461,4577196
2024-05-02 11:26:25,28.07,56.58,47.27,64.99,2820900,2127584
2024-05-02 11:26:25,26.02,44.76,79.96,32.12,4645766,5975142
2024-05-02 11:26:25,22.32,56.83,74.96,38.92,2761480,7437376
2024-05-02 11:26:25,22.41,55.64,74.91,43.18,2426250,3035985
2024-05-02 11:26:25,24.43,42.27,64.86,44.05,1547427,7143541
2024-05-02 11:26:25,21.48,47.23,61.35,31.37,2179709,2130876
2024-05-02 11:26:25,20.25,51.32,73.33,62.47,3690189,3523558
2024-05-02 11:26:25,25.17,45.86,51.36,58.73,2676818,7892034
2024-05-02 11:26:25,27.92,55.47,76.16,42.53,4477417,4623277
2024-05-02 11:26:25,28.31,46.88,55.48,48.64,1199051,5466807
2024-05-02 11:26:25,29.93,48.70,68.48,30.94,3787271,2042540
2024-05-02 11:26:25,29.22,57.30,53.82,57.97,3655443,3093216
2024-05-02 11:26:25,22.25,50.87,47.86,51.32,3992976,2771415
2024-05-02 11:26:25,25.58,50.53,56.75,66.99,1042885,3868217
2024-05-02 11:26:25,21.05,50.86,65.61,69.80,1261211,5130800
2024-05-02 11:26:25,25.66,52.95,61.31,62.69,1893070,6140104
2024-05-02 11:26:25,27.76,48.22,70.35,40.93,3935251,4765001
2024-05-02 11:26:25,20.85,57.05,52.51,65.69,3986290,2142921
2024-05-02 11:26:25,26.03,43.42,55.74,39.41,4561278,6652969
2024-05-02 11:26:25,21.77,41.51,40.16,68.00,2948570,5082177
2024-05-02 11:26:25,23.31,48.50,40.85,31.57,2640417,7348151
2024-05-02 11:26:25,20.22,45.57,51.30,64.95,2650392,4978364
2024-05-02 11:26:25,26.41,58.60,52.66,63.53,4921024,2658871
2024-05-02 11:26:25,25.38,45.03,78.24,66.79,2426307,6122206
2024-05-02 11:26:25,21.82,42.30,70.56,38.52,2981216,5841024
2024-05-02 11:26:25,23.35,57.96,51.03,39.60,3199198,7895252
2024-05-02 11:26:25,22.10,56.90,66.16,41.96,1383554,2903016
2024-05-02 11:26:25,24.00,47.61,49.92,51.74,2880787,2263339
2024-05-02 11:26:25,28.46,47.98,77.95,63.70,4104821,5808225
2024-05-02 11:26:25,27.87,44.00,72.27,47.72,4851344,6124564
2024-05-02 11:26:25,22.97,54.12,59.20,31.16,2411469,3606953
2024-05-02 11:26:25,28.27,48.63,43.68,51.80,3812952,3809902
2024-05-02 11:26:25,27.14,58.35,76.13,32.24,2502409,5107436
2024-05-02 11:26:25,29.01,49.09,54.48,49.77,2905883,4476180
2024-05-02 11:26:25,25.33,42.88,78.93,64.27,1774619,2309695
2024-05-02 11:26:25,20.31,55.42,70.42,40.47,1808702,3565809
2024-05-02 11:26:25,24.75,56.41,45.25,46.48,2335196,4912479
2024-05-02 11:26:25,21.90,51.52,56.58,51.18,1467479,5853570
2024-05-02 11:26:25,23.84,41.56,54.03,57.39,2316789,2522395
2024-05-02 11:26:25,23.06,50.01,43.80,56.91,4174003,3689922
2024-05-02 11:26:25,28.05,42.75,69.49,69.69,1107544,4063769
2024-05-02 11:26:25,27.26,49.77,71.20,60.11,3411983,7726454
2024-05-02 11:26:25,25.59,48.69,48.50,66.53,3762099,4471405
2024-05-02 11:26:25,26.37,57.55,61.20,64.78,1709077,6580557
2024-05-02 11:26:25,25.14,51.07,61.60,67.81,4106576,2743717
2024-05-02 11:26:25,22.94,40.94,54.14,67.80,2070631,4090589
2024-05-02 11:26:25,22.73,42.65,69.23,67.03,2162671,2049816
2024-05-02 11:26:25,22.86,52.46,48.92,63.52,1145239,2540218
2024-05-02 11:26:25,28.79,44.92,60.81,58.34,2510201,6670290
2024-05-02 11:26:25,26.10,45.94,46.27,54.18,4269431,5984375
2024-05-02 11:26:25,26.98,48.07,75.36,38.65,3095742,2333325
2024-05-02 11:26:25,27.45,56.77,44.39,31.41,2662871,4020654
2024-05-02 11:26:25,27.07,59.23,62.95,33.56,1341574,5118668
2024-05-02 11:26:25,21.06,44.53,58.63,67.88,3951041,5915418
2024-05-02 11:26:25,21.75,40.55,70.63,36.28,1281852,3986159
2024-05-02 11:26:25,26.23,57.61,71.03,47.55,1896436,3597279
2024-05-02 11:26:25,20.94,57.38,77.65,60.09,3512952,4953462
2024-05-02 11:26:25,28.73,51.52,65.25,46.26,4292194,7494268
2024-05-02 11:26:25,21.58,59.14,72.20,33.15,1927973,4095270
2024-05-02 11:26:25,29.05,43.38,72.06,48.57,2823840,5317932
2024-05-02 11:26:25,25.88,44.32,47.44,49.05,2374361,3053769
2024-05-02 11:26:25,25.57,54.71,70.56,43.38,1869469,7804250
2024-05-02 11:26:25,22.92,59.59,51.65,46.03,2848572,4644076
2024-05-02 11:26:25,23.05,45.03,61.23,49.99,4677624,6035417
2024-05-02 11:26:25,23.14,44.17,60.10,36.42,3592925,7677093
2024-05-02 11:26:25,20.60,43.72,43.16,46.19,2296406,3511485
2024-05-02 11:26:25,29.65,56.63,61.93,64.14,4318679,7226536
2024-05-02 11:26:25,25.82,44.64,40.49,49.89,4449610,6019227
2024-05-02 11:26:25,21.07,50.14,64.61,36.65,2173524,6682616
2024-05-02 11:26:25,20.48,43.25,75.29,60.21,1571561,4052618
2024-05-02 11:26:25,25.53,57.72,75.83,36.60,3448540,4484444
2024-05-02 11:26:25,25.96,51.34,64.98,60.70,4990396,4603604
2024-05-02 11:26:25,23.54,57.70,44.80,30.33,2136614,4754613
2024-05-02 11:26:25,24.96,51.30,65.97,33.76,4767464,6577642
2024-05-02 11:26:25,22.18,53.77,55.46,67.09,1404052,2454086
2024-05-02 11:26:25,28.80,57.00,55.69,30.38,4873806,6913168
2024-05-02 11:26:25,27.17,50.91,54.10,68.19,4850797,7980244
2024-05-02 11:26:25,20.05,56.17,74.57,36.76,2121406,5195149
2024-05-02 11:26:25,27.36,56.20,54.11,55.91,2945240,2671670
2024-05-02 11:26:25,29.87,51.64,44.35,63.51,4161579,3028886
2024-05-02 11:26:25,25.33,45.46,56.00,62.31,1124516,2358829
2024-05-02 11:26:25,21.07,58.82,59.47,64.71,1915449,4213854
2024-05-02 11:26:25,23.64,48.31,43.41,46.52,4360801,2796699
2024-05-02 11:26:25,29.59,53.50,56.20,42.98,4075162,7752544
2024-05-02 11:26:25,29.93,47.93,78.69,33.79,4221483,4738231
2024-05-02 11:26:25,22.29,41.90,71.23,34.12,4762800,6878466
2024-05-02 11:26:25,22.47,55.35,44.74,36.27,3169899,5969832
2024-05-02 11:26:25,23.94,57.30,51.61,60.10,2345645,6361889
2024-05-02 11:26:25,23.48,58.91,50.67,65.12,1373551,3287498
2024-05-02 11:26:25,29.14,51.40,65.24,61.08,1553771,5118603
2024-05-02 11:26:25,29.82,40.54,57.57,34.47,1450563,2179109
2024-05-02 11:26:25,22.33,49.37,59.67,53.13,1153333,2652888
2024-05-02 11:26:25,21.70,58.01,46.21,63.89,4315215,2230908
2024-05-02 11:26:25,26.11,57.53,53.78,35.99,4165376,4862521
2024-05-02 11:26:25,28.89,43.94,49.23,68.78,4028876,6853381
2024-05-02 11:26:25,27.03,40.21,53.38,47.24,4254170,5193535
2024-05-02 11:26:25,27.67,43.64,44.23,51.27,1426597,7406846
2024-05-02 11:26:25,20.91,54.16,74.82,41.97,1063787,5476446
2024-05-02 11:26:25,27.89,52.61,70.10,32.11,2084259,4895107
2024-05-02 11:26:25,25.74,43.91,56.03,32.84,1693485,4199399
2024-05-02 11:26:25,24.95,50.90,42.79,41.17,1740339,3666489
2024-05-02 11:26:25,27.49,57.85,75.04,45.08,1761303,7373507
2024-05-02 11:26:25,23.86,43.07,58.77,60.64,1469209,4899957
2024-05-02 11:26:25,29.39,56.12,64.17,33.71,3077462,4752875
2024-05-02 11:26:25,29.39,48.05,58.72,33.72,2817858,3349215
2024-05-02 11:26:25,23.10,50.77,69.47,46.07,3642391,6988544
2024-05-02 11:26:25,25.80,54.05,70.19,37.65,4646600,6510828
2024-05-02 11:26:25,22.36,46.31,73.60,50.03,1331858,3582438
2024-05-02 11:26:25,22.21,57.40,75.21,58.52,1238012,7005141
2024-05-02 11:26:25,29.77,52.42,72.33,47.89,3102843,4983506
2024-05-02 11:26:25,24.78,55.29,72.74,46.97,3314296,2435037
2024-05-02 11:26:25,22.71,41.10,49.48,52.76,2315642,7063807
2024-05-02 11:26:25,20.16,41.57,46.92,42.27,2530992,5282916
2024-05-02 11:26:25,28.78,54.11,67.61,34.67,1244579,4753366
2024-05-02 11:26:25,26.05,55.08,78.00,62.71,2159243,7312647
2024-05-02 11:26:25,23.80,48.51,44.81,32.79,3201206,2142550
2024-05-02 11:26:25,22.27,54.23,76.13,30.49,2058270,7937798
2024-05-02 11:26:25,22.08,44.16,70.53,58.74,4179594,7013721
2024-05-02 11:26:25,28.84,57.27,52.55,50.52,2092730,4452937
2024-05-02 11:26:25,21.92,48.07,49.15,48.85,3875218,2191784
2024-05-02 11:26:25,21.65,52.43,54.83,42.24,3173556,2251065
2024-05-02 11:26:25,24.39,56.12,43.98,53.61,1888180,3704988
2024-05-02 11:26:25,21.63,42.66,59.54,33.69,3233081,3201846
2024-05-02 11:26:25,26.08,57.00,74.57,54.68,1640603,3934252
2024-05-02 11:26:25,27.25,42.09,76.50,30.13,3504158,5750421
2024-05-02 11:26:25,25.50,40.60,40.92,60.89,2088109,7120628
2024-05-02 11:26:25,24.58,45.14,76.46,65.58,3232626,3688621
2024-05-02 11:26:25,28.78,41.82,65.37,38.80,1126904,5748925
2024-05-02 11:26:25,25.60,59.19,53.42,46.88,4343645,5391651
2024-05-02 11:26:25,28.34,41.73,44.76,52.19,1544084,7129597
2024-05-02 11:26:25,27.29,44.21,51.62,61.02,2868113,4951224
2024-05-02 11:26:25,24.70,44.60,67.32,66.20,3767045,6169433
2024-05-02 11:26:25,22.21,40.16,73.44,51.72,1193457,2488456
2024-05-02 11:26:25,21.58,45.75,60.06,49.86,3732588,7967554
2024-05-02 11:26:25,20.07,48.16,69.77,64.72,1257216,3892012
2024-05-02 11:26:25,23.07,42.17,51.80,65.43,4182904,2190034
2024-05-02 11:26:25,20.47,50.72,72.24,60.15,4672390,5484919
2024-05-02 11:26:25,28.47,57.77,72.90,44.52,3238972,3443674
2024-05-02 11:26:25,28.60,59.20,77.34,39.65,3081258,7771698
2024-05-02 11:26:25,28.15,42.73,45.42,56.95,4893432,6487530
2024-05-02 11:26:25,28.31,48.76,78.63,46.96,2075600,4474240
2024-05-02 11:26:25,26.20,45.79,55.93,55.38,1511677,7699439
2024-05-02 11:26:25,23.58,57.20,45.53,39.08,4975931,5882268
2024-05-02 11:26:25,26.58,58.78,71.75,47.78,2846317,2257217
2024-05-02 11:26:25,26.65,53.92,41.70,48.98,4928126,2911152
2024-05-02 11:26:25,20.08,57.46,65.32,51.63,3526089,7769898
2024-05-02 11:26:25,29.60,44.41,53.33,43.06,1218621,6544095
2024-05-02 11:26:25,21.37,46.35,73.92,52.91,4071220,4035956
2024-05-02 11:26:25,20.69,52.28,69.17,54.26,3801735,6823904
2024-05-02 11:26:25,25.71,52.65,75.78,62.56,3398104,6016261
2024-05-02 11:26:25,23.98,48.74,49.44,59.25,3164906,5448357
2024-05-02 11:26:25,27.64,50.11,79.66,50.01,3840013,4275501
2024-05-02 11:26:25,25.05,59.81,58.88,37.78,2458017,3805197
2024-05-02 11:26:25,27.66,54.88,69.40,36.66,2967217,4027231
2024-05-02 11:26:25,28.25,51.99,56.48,50.37,4214236,3276829
2024-05-02 11:26:25,28.28,53.82,54.64,59.33,2703704,7687589
2024-05-02 11:26:25,27.00,43.31,58.07,32.63,1314919,2104187
2024-05-02 11:26:25,23.25,48.81,68.70,38.25,3639083,5735830
2024-05-02 11:26:25,29.91,45.40,72.66,33.68,2133875,4150375
2024-05-02 11:26:25,25.84,44.65,70.38,45.74,3303800,3639538
2024-05-02 11:26:25,29.52,59.61,55.92,66.58,3277915,6454204
2024-05-02 11:26:25,20.43,45.79,44.53,68.47,3383334,6278245
2024-05-02 11:26:25,23.66,45.92,67.49,52.11,1154483,7406848
2024-05-02 11:26:25,21.98,51.67,52.06,42.29,4624047,2364603
2024-05-02 11:26:25,22.55,40.97,62.36,62.55,1946845,4173800
2024-05-02 11:26:25,23.11,43.97,79.52,46.78,3127367,4898846
2024-05-02 11:26:25,25.06,50.13,64.96,55.69,4316274,5856168
2024-05-02 11:26:25,29.51,48.64,78.95,38.91,2257515,6597733
2024-05-02 11:26:25,21.14,44.38,76.70,30.95,3238298,5802171
2024-05-02 11:26:25,26.76,58.18,50.21,52.65,4148992,7057628
2024-05-02 11:26:25,26.55,56.27,41.44,34.66,3567279,3520474
2024-05-02 11:26:25,22.74,41.81,73.78,31.70,2566443,2459204
2024-05-02 11:26:25,27.39,42.12,76.99,32.68,4403683,2131970
2024-05-02 11:26:25,22.76,48.53,64.21,47.86,4950819,5987543
2024-05-02 11:26:25,20.42,42.60,64.74,43.59,2051777,6541757
2024-05-02 11:26:25,26.22,44.83,72.26,64.84,2366936,2307366
2024-05-02 11:26:25,22.74,48.33,46.29,49.99,4932014,4463450
2024-05-02 11:26:25,20.69,44.37,43.93,50.22,4387033,3458066
2024-05-02 11:26:25,26.13,49.20,47.75,36.90,2626353,3405453
2024-05-02 11:26:25,28.36,47.90,51.32,32.68,2922627,5348517
2024-05-02 11:26:25,23.22,56.86,40.34,60.80,2424731,3703089
2024-05-02 11:26:25,26.52,49.13,67.88,62.42,1826505,4169655
2024-05-02 11:26:25,23.65,57.22,71.46,50.70,2350812,6421548
2024-05-02 11:26:25,21.33,56.87,68.21,31.61,3852274,2821354
2024-05-02 11:26:25,29.73,56.87,59.54,57.90,1261664,5630496
2024-05-02 11:26:25,22.23,46.95,57.81,64.57,3079641,4997000
2024-05-02 11:26:25,21.90,41.69,69.07,38.52,3517998,2729169
2024-05-02 11:26:25,23.75,52.75,48.67,39.07,1592393,7224498
2024-05-02 11:26:25,28.83,45.73,53.61,64.47,4774948,6024060
2024-05-02 11:26:25,26.34,59.80,40.16,38.47,3167299,6363646
2024-05-02 11:26:25,20.63,40.63,47.19,51.97,3070412,6473627
2024-05-02 11:26:25,26.12,42.11,59.56,41.25,3749810,3105193
2024-05-02 11:26:25,23.59,56.68,68.17,66.07,3365446,3443465
2024-05-02 11:26:25,28.41,45.05,60.76,45.29,3769171,6507534
2024-05-02 11:26:25,26.83,51.65,67.41,43.38,1898119,3909557
2024-05-02 11:26:25,23.47,40.32,61.19,65.07,3325941,3156840
2024-05-02 11:26:25,22.80,41.09,62.36,48.26,1602189,7390651
2024-05-02 11:26:25,29.84,57.00,62.78,54.50,2376817,7015872
2024-05-02 11:26:25,23.16,42.16,77.44,38.32,1633210,7142021
2024-05-02 11:26:25,27.43,49.77,71.93,50.39,4650071,2103207
2024-05-02 11:26:25,25.73,57.52,72.40,56.68,2243795,5312546
2024-05-02 11:26:25,29.75,54.80,57.03,30.75,4099699,7266633
2024-05-02 11:26:25,28.56,40.01,71.84,41.82,3202204,4755001
2024-05-02 11:26:25,28.71,46.03,65.11,55.28,3502429,3292241
2024-05-02 11:26:25,29.53,50.35,71.19,30.75,2087159,4922280
2024-05-02 11:26:25,27.59,48.68,49.86,50.64,2724592,2538792
2024-05-02 11:26:25,27.51,58.29,50.47,63.27,1605186,2677709
2024-05-02 11:26:25,24.76,50.09,73.68,60.56,4999359,5920213
2024-05-02 11:26:25,23.75,52.05,75.53,59.68,4640850,4011935
2024-05-02 11:26:25,27.21,49.00,41.41,30.96,4120683,6411007
2024-05-02 11:26:25,21.21,49.05,67.09,51.85,3935535,7093229
2024-05-02 11:26:25,20.71,42.17,78.30,30.08,1164691,5157388
2024-05-02 11:26:25,22.13,42.35,56.04,55.53,4765670,7362843
2024-05-02 11:26:25,21.44,44.63,45.09,39.70,2820738,6032587
2024-05-02 11:26:25,26.44,44.26,43.81,61.83,3714594,2412841
2024-05-02 11:26:25,29.34,50.69,73.79,51.37,2794482,2644986
2024-05-02 11:26:25,28.59,54.58,56.66,43.96,4147449,7826002
2024-05-02 11:26:25,20.22,44.33,54.53,31.80,4652107,7222117
2024-05-02 11:26:25,25.07,47.47,43.73,31.79,3957027,6059439
2024-05-02 11:26:25,27.00,49.89,71.23,58.60,2460768,4529972
2024-05-02 11:26:25,28.21,52.67,64.11,62.74,3351910,4832422
2024-05-02 11:26:25,23.11,52.16,55.59,54.96,3010154,7484140
2024-05-02 11:26:25,24.67,50.80,62.40,69.94,4197432,3925492
2024-05-02 11:26:25,24.18,41.00,65.33,52.41,1612263,5146808
2024-05-02 11:26:25,26.74,47.05,53.95,60.54,3132229,7753122
2024-05-02 11:26:25,23.72,40.92,72.58,69.71,1040097,6757741
2024-05-02 11:26:25,24.84,58.39,67.74,31.12,2513132,5534453
2024-05-02 11:26:25,24.61,55.28,62.22,46.79,3391295,7237594
2024-05-02 11:26:25,25.26,57.24,64.00,68.34,2646126,2337947
2024-05-02 11:26:25,26.98,43.81,40.22,67.88,2047978,5073217
2024-05-02 11:26:25,27.61,43.13,69.20,58.29,3972458,3328485
2024-05-02 11:26:25,23.96,51.72,60.67,57.23,3738614,3759014
2024-05-02 11:26:25,22.88,57.61,46.22,55.87,2728627,3443678
2024-05-02 11:26:25,20.73,46.81,69.79,61.82,3292621,7405803
2024-05-02 11:26:25,20.26,44.37,69.82,38.27,2251596,3679112
2024-05-02 11:26:25,25.18,41.58,58.43,53.30,4479403,3373684
2024-05-02 11:26:25,20.28,51.55,40.41,65.93,3999115,3367029
2024-05-02 11:26:25,21.47,40.52,72.13,69.36,2300364,3963111
2024-05-02 11:26:25,26.58,42.65,46.71,64.70,3025170,5955827
2024-05-02 11:26:25,23.92,52.28,66.96,37.05,1706430,3827714
2024-05-02 11:26:25,26.74,54.10,50.00,64.84,1332522,6800683
2024-05-02 11:26:25,21.38,44.04,67.48,48.88,2790339,5714415
2024-05-02 11:26:25,27.73,40.21,70.14,31.81,3453212,4096332
2024-05-02 11:26:25,27.66,54.61,66.19,42.90,4114519,7992446
2024-05-02 11:26:25,24.05,58.22,62.95,47.31,1799932,4177420
2024-05-02 11:26:25,24.28,42.43,72.17,63.90,2406391,5464940
2024-05-02 11:26:25,23.99,45.81,57.65,48.51,2256029,6486063
2024-05-02 11:26:25,25.18,59.12,56.44,63.08,2113876,6782138
2024-05-02 11:26:25,28.85,40.61,71.59,32.73,2003546,4539410
2024-05-02 11:26:25,24.43,47.85,64.43,38.32,3420215,4927759
2024-05-02 11:26:25,25.44,52.85,40.93,38.05,1286074,2053634
2024-05-02 11:26:25,29.13,51.36,62.35,42.50,3125077,7886847
2024-05-02 11:26:25,29.30,47.49,49.26,33.12,3138743,7248254
2024-05-02 11:26:25,29.46,59.79,54.93,42.93,4265002,5904690
2024-05-02 11:26:25,23.27,47.79,54.54,36.12,3276413,6637097
2024-05-02 11:26:25,26.47,58.82,64.44,69.85,2598294,2315207
2024-05-02 11:26:25,23.45,45.74,70.75,59.55,1530502,5448720
2024-05-02 11:26:25,22.12,50.06,73.18,37.73,3593201,7385602
